filename,instrumentation(s),rtc_bad(s),rtc_good(s),ft_bad(s),ft_good(s),afl_input_bad(ms),afl_input_good(ms),cat_bad(ms),cat_good(ms)
cwe,filename,instrumentation(s),rtc_bad(s),rtc_good(s),ft_bad(s),ft_good(s),afl_input_bad(ms),afl_input_good(ms),cat_bad(ms),cat_good(ms)
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_42.c,1.2013,0.0015,0.0014,20.0137,20.0164,1641,1369,31,4
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_34.c,1.2238,0.0014,0.0016,20.0145,20.0142,2751,1394,49,3
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_22b.c,1.2656,0.0015,0.0016,20.0133,20.0147,1567,1529,30,5
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_54e.c,1.2075,0.0015,0.0014,20.0140,20.0139,1642,1208,31,2
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_63b.c,1.2076,0.0014,0.0013,20.0143,20.0134,1755,1395,33,3
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_63a.c,1.2533,0.0014,0.0017,20.0141,20.0137,1560,1289,32,2
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_64b.c,1.2732,0.0014,0.0014,20.0143,20.0145,2167,1296,38,2
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_64a.c,1.2143,0.0015,0.0014,20.0139,20.0153,2606,1372,42,2
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_65b.c,1.2054,0.0014,0.0175,20.0138,20.0148,1502,1399,33,4
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_66a.c,1.2735,0.0014,0.0019,20.0137,20.0145,1606,1404,31,4
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_66b.c,1.2196,0.0013,0.0019,20.0141,20.0149,1886,1237,33,3
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_67a.c,1.2219,0.0017,0.0013,20.0137,20.0136,1529,1436,30,4
CWE190,CWE190_Integer_Overflow__int64_t_fscanf_multiply_67b.c,1.1987,0.0014,0.0015,20.0145,20.0136,1491,1440,32,4
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_01.c,1.2300,0.0018,0.0014,20.0155,20.0149,1839,1511,39,4
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_11.c,1.3006,0.0013,0.0017,20.0149,20.0134,1481,1571,33,7
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_45.c,1.2967,0.0013,0.0012,20.0134,20.0139,1639,1057,35,2
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_06.c,1.2651,0.0013,0.0013,20.0174,20.0138,1909,1418,39,6
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_04.c,1.2872,0.0013,0.0014,20.0190,20.0133,1709,1366,37,7
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_21.c,1.2614,0.0013,0.0013,20.0126,20.0130,1565,1623,37,9
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_12.c,1.2677,0.0013,0.0013,20.0142,20.0131,1431,1474,34,7
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_31.c,1.2428,0.0013,0.0014,20.0127,20.0137,1625,1406,37,6
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_07.c,1.3114,0.0013,0.0013,20.0127,20.0131,1666,1359,37,6
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_10.c,1.2926,0.0012,0.0013,20.0136,20.0131,1445,1322,34,6
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_51b.c,1.2915,0.0013,0.0015,20.0136,20.0137,1565,1458,37,7
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_13.c,1.2716,0.0013,0.0014,20.0126,20.0134,1352,1557,32,8
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_22b.c,1.2647,0.0013,0.0015,20.0134,20.0129,1612,1422,37,3
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_16.c,1.2869,0.0013,0.0016,20.0136,20.0140,1546,1350,36,10
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_02.c,1.2529,0.0013,0.0013,20.0134,20.0142,1658,1336,37,5
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_05.c,1.2926,0.0013,0.0013,20.0139,20.0145,2046,1434,46,6
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_17.c,1.2299,0.0013,0.0014,20.0136,20.0133,1668,1386,37,5
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_44.c,1.3228,0.0014,0.0013,20.0129,20.0131,1499,1361,32,7
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_53d.c,1.2628,0.0014,0.0013,20.0138,20.0133,1795,1443,39,7
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_34.c,1.2622,0.0015,0.0013,20.0136,20.0136,1522,1327,37,8
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_52c.c,1.2895,0.0014,0.0014,20.0133,20.0132,1590,1450,36,6
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_41.c,1.3018,0.0014,0.0013,20.0135,20.0130,1637,1399,36,7
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_03.c,1.2891,0.0014,0.0013,20.0134,20.0140,1719,1371,35,4
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_32.c,1.2870,0.0013,0.0014,20.0134,20.0133,1475,1297,36,7
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_18.c,1.2670,0.0013,0.0013,20.0134,20.0132,1565,1441,36,6
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_08.c,1.2895,0.0013,0.0014,20.0130,20.0128,1487,1335,34,5
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_42.c,1.2661,0.0014,0.0013,20.0134,20.0131,1732,1371,38,2
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_15.c,1.3444,0.0013,0.0013,20.0126,20.0137,1482,1357,34,4
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_54e.c,1.2579,0.0018,0.0015,20.0134,20.0132,1638,1319,35,6
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_09.c,1.3092,0.0014,0.0015,20.0135,20.0130,1501,1350,35,7
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_14.c,1.2944,0.0014,0.0014,20.0126,20.0129,1449,1296,35,5
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_54a.c,1.3636,0.0016,0.0014,20.0137,20.0142,2323,1778,40,4
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_52a.c,1.4341,0.0016,0.0014,20.0140,20.0149,2011,1707,39,6
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_51a.c,1.3780,0.0015,0.0014,20.0146,20.0142,1889,1649,35,5
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_22a.c,1.4138,0.0014,0.0014,20.0137,20.0151,2005,1641,37,5
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_53a.c,1.4091,0.0016,0.0014,20.0143,20.0149,1889,1696,35,8
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_63a.c,1.3083,0.0014,0.0017,20.0165,20.0150,2095,1819,36,8
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_63b.c,1.3138,0.0017,0.0023,20.0139,20.0159,1715,2005,33,6
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_64b.c,1.3456,0.0017,0.0019,20.0154,20.0149,2125,1719,35,5
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_64a.c,1.2659,0.0015,0.0014,20.0166,20.0147,2107,1777,34,8
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_66b.c,1.2924,0.0013,0.0016,20.0138,20.0166,2186,1598,38,5
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_66a.c,1.3243,0.0014,0.0015,20.0137,20.0158,2056,1771,33,8
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_67b.c,1.2358,0.0013,0.0015,20.0137,20.0141,1965,2429,36,8
CWE191,CWE191_Integer_Underflow__int_fgets_multiply_67a.c,1.2524,0.0015,0.0015,20.0139,20.0136,2035,1702,35,2
CWE191,CWE191_Integer_Underflow__int_fgets_sub_01.c,1.2187,0.0013,0.0014,20.0132,20.0143,4994,4680,118,40
CWE191,CWE191_Integer_Underflow__int_fgets_sub_31.c,1.2784,0.0013,0.0013,20.0131,20.0130,3564,3346,81,30
CWE191,CWE191_Integer_Underflow__int_fgets_sub_52c.c,1.2328,0.0013,0.0014,20.0125,20.0135,3553,3521,80,35
CWE191,CWE191_Integer_Underflow__int_fgets_sub_14.c,1.3693,0.0017,0.0014,20.0132,20.0128,3477,3207,80,24
CWE191,CWE191_Integer_Underflow__int_fgets_sub_02.c,1.3049,0.0014,0.0015,20.0132,20.0129,3501,3191,78,24
CWE191,CWE191_Integer_Underflow__int_fgets_sub_51a.c,1.3062,0.0017,0.0016,20.0136,20.0135,3544,3340,77,33
CWE191,CWE191_Integer_Underflow__int_fgets_sub_45.c,1.3266,0.0014,0.0013,20.0126,20.0140,3587,1835,78,7
CWE191,CWE191_Integer_Underflow__int_fgets_sub_08.c,1.2802,0.0017,0.0014,20.0123,20.0127,3454,3262,77,27
CWE191,CWE191_Integer_Underflow__int_fgets_sub_21.c,1.2803,0.0013,0.0013,20.0177,20.0133,3510,3359,83,27
CWE191,CWE191_Integer_Underflow__int_fgets_sub_41.c,1.3162,0.0015,0.0014,20.0133,20.0128,3409,3415,78,29
CWE191,CWE191_Integer_Underflow__int_fgets_sub_13.c,1.3090,0.0013,0.0014,20.0130,20.0142,3343,3276,79,26
CWE191,CWE191_Integer_Underflow__int_fgets_sub_51b.c,1.3251,0.0013,0.0013,20.0124,20.0127,3408,3366,70,28
CWE191,CWE191_Integer_Underflow__int_fgets_sub_44.c,1.3117,0.0015,0.0014,20.0132,20.0133,3551,3389,78,27
CWE191,CWE191_Integer_Underflow__int_fgets_sub_18.c,1.2852,0.0013,0.0015,20.0124,20.0135,3344,3373,83,29
CWE191,CWE191_Integer_Underflow__int_fgets_sub_22a.c,1.3879,0.0017,0.0013,20.0133,20.0132,3733,3321,87,26
CWE191,CWE191_Integer_Underflow__int_fgets_sub_16.c,1.3148,0.0015,0.0014,20.0132,20.0138,3366,3272,70,27
CWE191,CWE191_Integer_Underflow__int_fgets_sub_54a.c,1.2661,0.0015,0.0013,20.0128,20.0132,3337,3460,80,30
CWE191,CWE191_Integer_Underflow__int_fgets_sub_53d.c,1.2433,0.0013,0.0013,20.0127,20.0141,3441,3240,84,30
CWE191,CWE191_Integer_Underflow__int_fgets_sub_04.c,1.2759,0.0013,0.0015,20.0133,20.0133,3309,3200,75,25
CWE191,CWE191_Integer_Underflow__int_fgets_sub_09.c,1.3059,0.0018,0.0013,20.0123,20.0135,3238,3012,75,24
CWE191,CWE191_Integer_Underflow__int_fgets_sub_15.c,1.2967,0.0013,0.0014,20.0126,20.0129,3570,3193,73,26
CWE191,CWE191_Integer_Underflow__int_fgets_sub_34.c,1.2329,0.0013,0.0013,20.0123,20.0127,3532,3406,80,32
CWE191,CWE191_Integer_Underflow__int_fgets_sub_12.c,1.2783,0.0013,0.0018,20.0132,20.0135,3492,3429,66,28
CWE191,CWE191_Integer_Underflow__int_fgets_sub_07.c,1.2862,0.0017,0.0014,20.0128,20.0132,3461,3329,80,30
CWE191,CWE191_Integer_Underflow__int_fgets_sub_52a.c,1.2866,0.0014,0.0014,20.0125,20.0128,3410,3261,68,24
CWE191,CWE191_Integer_Underflow__int_fgets_sub_05.c,1.3142,0.0014,0.0017,20.0132,20.0130,3509,3354,86,31
CWE191,CWE191_Integer_Underflow__int_fgets_sub_17.c,1.2852,0.0014,0.0013,20.0126,20.0132,3583,3475,76,31
CWE191,CWE191_Integer_Underflow__int_fgets_sub_10.c,1.3038,0.0015,0.0013,20.0127,20.0134,3412,3306,82,26
CWE191,CWE191_Integer_Underflow__int_fgets_sub_22b.c,1.2739,0.0013,0.0014,20.0143,20.0134,3532,3380,79,30
CWE191,CWE191_Integer_Underflow__int_fgets_sub_54e.c,1.2290,0.0014,0.0016,20.0128,20.0133,3575,3260,82,32
CWE191,CWE191_Integer_Underflow__int_fgets_sub_42.c,1.3043,0.0015,0.0013,20.0131,20.0135,3413,3316,83,26
CWE191,CWE191_Integer_Underflow__int_fgets_sub_32.c,1.3313,0.0013,0.0015,20.0142,20.0131,3420,3289,78,30
CWE191,CWE191_Integer_Underflow__int_fgets_sub_53a.c,1.2616,0.0014,0.0014,20.0130,20.0129,3478,3339,78,28
CWE191,CWE191_Integer_Underflow__int_fgets_sub_11.c,1.2701,0.0013,0.0013,20.0131,20.0129,3523,3337,83,28
CWE191,CWE191_Integer_Underflow__int_fgets_sub_03.c,1.3196,0.0013,0.0015,20.0125,20.0129,3446,3294,69,26
CWE191,CWE191_Integer_Underflow__int_fgets_sub_06.c,1.2604,0.0013,0.0012,20.0127,20.0142,3344,3234,80,26
CWE191,CWE191_Integer_Underflow__int_fgets_sub_63b.c,1.5268,0.0017,0.0016,20.0154,20.0156,4262,4194,101,28
CWE191,CWE191_Integer_Underflow__int_fgets_sub_63a.c,1.4114,0.0016,0.0018,20.0155,20.0165,4291,3545,100,23
CWE191,CWE191_Integer_Underflow__int_fgets_sub_64a.c,1.5932,0.0016,0.0018,20.0153,20.0148,4237,3737,96,24
CWE191,CWE191_Integer_Underflow__int_fgets_sub_64b.c,1.3027,0.0017,0.0015,20.0146,20.0158,4224,4129,101,28
CWE191,CWE191_Integer_Underflow__int_fgets_sub_65b.c,1.2550,0.0019,0.0015,20.0147,20.0149,4240,3790,99,23
CWE191,CWE191_Integer_Underflow__int_fgets_sub_66b.c,1.3258,0.0019,0.0014,20.0154,20.0158,4444,3735,96,23
CWE191,CWE191_Integer_Underflow__int_fgets_sub_66a.c,1.2893,0.0014,0.0013,20.0164,20.0165,4534,4191,80,29
CWE191,CWE191_Integer_Underflow__int_fgets_sub_67a.c,1.3625,0.0015,0.0015,20.0181,20.0146,3936,3922,70,35
CWE191,CWE191_Integer_Underflow__int_fgets_sub_67b.c,1.2691,0.0016,0.0014,20.0154,20.0143,3946,3187,80,21
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_01.c,1.2097,0.0015,0.0016,20.0165,20.0136,4074,3386,78,18
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_18.c,1.3160,0.0015,0.0016,20.0125,20.0160,3797,3758,75,20
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_10.c,1.4169,0.0024,0.0017,20.0140,20.0151,4019,3769,85,24
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_32.c,1.4411,0.0014,0.0016,20.0136,20.0137,3680,3742,69,19
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_52c.c,1.2854,0.0017,0.0015,20.0129,20.0141,4264,3967,69,21
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_13.c,1.3562,0.0017,0.0017,20.0138,20.0139,3821,3662,69,14
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_22b.c,1.2742,0.0019,0.0016,20.0142,20.0148,3980,4083,97,15
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_14.c,1.3841,0.0018,0.0020,20.0149,20.0149,4380,3895,76,15
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_04.c,1.2669,0.0017,0.0015,20.0139,20.0131,3233,3082,59,13
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_17.c,1.3920,0.0016,0.0016,20.0139,20.0143,4065,3741,67,16
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_44.c,1.3213,0.0014,0.0017,20.0132,20.0138,4350,3720,70,16
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_54a.c,1.3516,0.0016,0.0019,20.0125,20.0129,4113,3783,72,18
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_34.c,1.3221,0.0014,0.0017,20.0128,20.0141,4097,3762,66,17
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_07.c,1.3778,0.0015,0.0018,20.0135,20.0141,4237,3771,69,16
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_31.c,1.3718,0.0015,0.0016,20.0135,20.0153,4090,4120,57,20
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_51a.c,1.3673,0.0014,0.0017,20.0138,20.0156,4082,3823,68,16
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_09.c,1.3209,0.0016,0.0016,20.0141,20.0146,3953,3573,74,15
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_15.c,1.3141,0.0015,0.0017,20.0134,20.0142,4144,3727,61,15
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_54e.c,1.3312,0.0019,0.0027,20.0139,20.0145,4021,3729,69,19
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_05.c,1.3993,0.0014,0.0018,20.0129,20.0135,4207,3758,72,15
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_53d.c,1.3633,0.0016,0.0015,20.0137,20.0138,4189,3559,73,19
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_41.c,1.3351,0.0024,0.0021,20.0137,20.0136,4198,3532,65,17
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_06.c,1.3499,0.0016,0.0017,20.0132,20.0148,4376,3672,69,15
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_45.c,1.3412,0.0020,0.0017,20.0137,20.0138,3823,2010,76,6
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_11.c,1.3498,0.0016,0.0015,20.0143,20.0133,3936,3515,58,14
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_08.c,1.3445,0.0015,0.0016,20.0135,20.0141,3980,4121,66,16
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_16.c,1.3538,0.0015,0.0018,20.0139,20.0143,4058,3873,59,22
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_51b.c,1.2739,0.0014,0.0017,20.0139,20.0142,4072,2977,69,13
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_53a.c,1.4067,0.0014,0.0017,20.0132,20.0143,4124,3757,68,17
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_21.c,1.3317,0.0014,0.0016,20.0131,20.0145,4268,3863,70,16
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_03.c,1.3069,0.0020,0.0021,20.0137,20.0141,4175,4101,60,19
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_52a.c,1.3974,0.0016,0.0016,20.0148,20.0143,4155,3484,59,15
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_12.c,1.3158,0.0017,0.0015,20.0136,20.0132,3638,4183,68,13
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_22a.c,1.3717,0.0016,0.0017,20.0135,20.0135,4084,3730,65,18
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_42.c,1.3128,0.0014,0.0021,20.0145,20.0151,4134,3248,56,13
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_02.c,1.3992,0.0020,0.0019,20.0145,20.0151,3936,3827,58,16
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_63b.c,1.2249,0.0014,0.0015,20.0131,20.0133,3935,3805,83,17
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_63a.c,1.4897,0.0014,0.0018,20.0125,20.0137,4187,3674,91,19
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_64a.c,1.2253,0.0016,0.0016,20.0138,20.0131,3764,3595,80,20
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_64b.c,1.2348,0.0015,0.0014,20.0121,20.0132,3860,3533,84,18
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_65b.c,1.2090,0.0015,0.0017,20.0132,20.0135,4197,3798,88,18
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_66a.c,1.2057,0.0015,0.0015,20.0123,20.0152,3877,3704,87,27
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_66b.c,1.2114,0.0022,0.0014,20.0132,20.0136,3765,3688,81,17
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_67b.c,1.2483,0.0013,0.0019,20.0129,20.0137,4109,4075,84,17
CWE191,CWE191_Integer_Underflow__int_fscanf_multiply_67a.c,1.2468,0.0014,0.0014,20.0134,20.0132,4211,3664,85,16
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_01.c,1.2067,0.0015,0.0015,20.0134,20.0136,4217,4008,86,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_02.c,1.2157,0.0015,0.0016,20.0144,20.0133,4203,3628,80,15
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_12.c,1.2588,0.0014,0.0013,20.0129,20.0134,3423,3097,59,20
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_03.c,1.2025,0.0015,0.0014,20.0181,20.0133,3576,3192,61,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_14.c,1.2351,0.0015,0.0014,20.0118,20.0130,3680,3396,59,22
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_10.c,1.2416,0.0014,0.0017,20.0125,20.0131,3742,3144,73,15
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_54a.c,1.2815,0.0013,0.0015,20.0125,20.0131,3608,3198,59,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_04.c,1.2370,0.0013,0.0014,20.0128,20.0131,3436,3404,68,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_42.c,1.2378,0.0013,0.0019,20.0122,20.0142,3285,3441,60,23
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_06.c,1.2175,0.0014,0.0017,20.0123,20.0118,3549,3429,60,20
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_22a.c,1.2772,0.0014,0.0014,20.0131,20.0133,3725,3357,64,23
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_05.c,1.2592,0.0013,0.0016,20.0129,20.0136,3592,3177,67,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_52a.c,1.2464,0.0013,0.0016,20.0123,20.0117,3422,3127,67,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_11.c,1.2662,0.0020,0.0015,20.0126,20.0131,3387,3219,68,22
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_15.c,1.2612,0.0014,0.0015,20.0128,20.0124,3678,3261,71,18
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_18.c,1.2858,0.0013,0.0014,20.0129,20.0126,3623,3338,86,28
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_32.c,1.2289,0.0014,0.0013,20.0123,20.0132,3448,3357,56,21
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_52c.c,1.2050,0.0013,0.0019,20.0127,20.0132,3505,3198,65,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_51b.c,1.2429,0.0014,0.0014,20.0129,20.0133,3637,3022,64,21
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_21.c,1.2451,0.0013,0.0014,20.0131,20.0130,3645,3237,63,17
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_34.c,1.2335,0.0014,0.0015,20.0127,20.0126,3383,3233,57,16
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_17.c,1.2240,0.0015,0.0014,20.0133,20.0125,3593,3327,60,21
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_53a.c,1.2972,0.0013,0.0014,20.0123,20.0131,3318,3150,68,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_07.c,1.2812,0.0013,0.0013,20.0129,20.0137,3418,3129,61,17
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_08.c,1.2722,0.0014,0.0014,20.0131,20.0124,3451,3146,57,17
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_54e.c,1.1978,0.0013,0.0016,20.0126,20.0130,3526,3200,70,20
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_51a.c,1.2478,0.0014,0.0016,20.0128,20.0126,3725,3240,74,22
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_22b.c,1.2466,0.0014,0.0014,20.0129,20.0125,3517,3308,71,22
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_13.c,1.2596,0.0014,0.0014,20.0129,20.0134,3374,3142,60,21
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_31.c,1.2428,0.0013,0.0017,20.0129,20.0121,3283,3150,58,20
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_44.c,1.2274,0.0014,0.0015,20.0124,20.0117,3376,3405,66,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_53d.c,1.2473,0.0013,0.0013,20.0127,20.0131,3378,3214,69,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_41.c,1.2489,0.0014,0.0015,20.0123,20.0135,3487,3245,67,20
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_16.c,1.2227,0.0013,0.0014,20.0128,20.0131,3401,3124,57,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_09.c,1.2330,0.0014,0.0013,20.0124,20.0126,3458,3387,68,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_63a.c,1.3122,0.0018,0.0015,20.0127,20.0186,1693,1347,35,5
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_63b.c,1.1861,0.0014,0.0015,20.0132,20.0123,1664,966,33,4
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_64a.c,1.2215,0.0014,0.0014,20.0135,20.0135,3890,1366,86,2
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_64b.c,1.1902,0.0013,0.0014,20.0134,20.0141,3863,3543,78,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_65b.c,1.1874,0.0017,0.0015,20.0124,20.0126,4026,3480,83,19
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_66a.c,1.2349,0.0016,0.0016,20.0137,20.0140,3826,3525,77,21
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_66b.c,1.2038,0.0014,0.0014,20.0124,20.0125,4082,3646,84,16
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_67b.c,1.2164,0.0015,0.0015,20.0137,20.0137,3727,3941,80,25
CWE191,CWE191_Integer_Underflow__int_fscanf_sub_67a.c,1.2308,0.0019,0.0014,20.0139,20.0126,3718,3569,79,16
CWE191,CWE191_Integer_Underflow__short_fscanf_multiply_01.c,1.2175,0.0014,0.0015,20.0142,20.0127,2656,2722,51,23
CWE191,CWE191_Integer_Underflow__short_fscanf_multiply_13.c,1.2594,0.0016,0.0015,20.0127,20.0128,2311,2159,54,6
CWE191,CWE191_Integer_Underflow__short_fscanf_multiply_18.c,1.2239,0.0014,0.0014,20.0126,20.0142,2189,2531,48,11
CWE191,CWE191_Integer_Underflow__short_fscanf_multiply_06.c,1.2474,0.0017,0.0014,20.0130,20.0123,2105,2030,47,20
CWE191,CWE191_Integer_Underflow__short_fscanf_multiply_17.c,1.2551,0.0015,0.0016,20.0127,20.0144,2305,2138,54,6
CWE191,CWE191_Integer_Underflow__short_fscanf_multiply_04.c,1.2492,0.0013,0.0014,20.0122,20.0124,2351,2919,48,17
CWE191,CWE191_Integer_Underflow__short_fscanf_multiply_14.c,1.2278,0.0015,0.0014,20.0135,20.0133,2098,2186,49,6
CWE191,CWE191_Integer_Underflow__short_fscanf_multiply_11.c,1.2580,0.0013,0.0020,20.0132,20.0136,2210,2218,49,5
CWE191,CWE191_Integer_Underflow__short_fscanf_multiply_41.c,1.2598,0.0013,0.0015,20.0127,20.0129,2249,2230,47,9
CWE191,CWE191_Integer_Underflow__short_fscanf_multiply_51b.c,1.2183,0.0018,0.0013,20.0132,20.0136,2290,1911,48,20
